Benchmark,instruction_number,arithmetic_type,simd_type,instruction,bit,result
namd_r,1122,mul,sd,"vmulsd xmm1, xmm4, xmm9
",0,No Issues
namd_r,1122,mul,sd,"vmulsd xmm1, xmm4, xmm9
",16,No Issues
namd_r,1122,mul,sd,"vmulsd xmm1, xmm4, xmm9
",28,No Issues
namd_r,1122,mul,sd,"vmulsd xmm1, xmm4, xmm9
",48,Crashed
namd_r,1014,mul,sd,"vmulsd xmm7, xmm13, xmm11
",0,No Issues
namd_r,1014,mul,sd,"vmulsd xmm7, xmm13, xmm11
",16,No Issues
namd_r,1014,mul,sd,"vmulsd xmm7, xmm13, xmm11
",28,No Issues
namd_r,1014,mul,sd,"vmulsd xmm7, xmm13, xmm11
",48,No Issues
namd_r,1014,mul,sd,"vmulsd xmm7, xmm13, xmm11
",0,No Issues
namd_r,1014,mul,sd,"vmulsd xmm7, xmm13, xmm11
",16,No Issues
namd_r,1014,mul,sd,"vmulsd xmm7, xmm13, xmm11
",28,No Issues
namd_r,1014,mul,sd,"vmulsd xmm7, xmm13, xmm11
",48,No Issues
namd_r,792,sub,sd,"vsubsd xmm11, xmm0, xmm4
",0,No Issues
namd_r,792,sub,sd,"vsubsd xmm11, xmm0, xmm4
",16,No Issues
namd_r,792,sub,sd,"vsubsd xmm11, xmm0, xmm4
",28,No Issues
namd_r,792,sub,sd,"vsubsd xmm11, xmm0, xmm4
",48,No Issues
namd_r,792,sub,sd,"vsubsd xmm11, xmm0, xmm4
",0,No Issues
namd_r,792,sub,sd,"vsubsd xmm11, xmm0, xmm4
",16,No Issues
namd_r,792,sub,sd,"vsubsd xmm11, xmm0, xmm4
",28,No Issues
namd_r,792,sub,sd,"vsubsd xmm11, xmm0, xmm4
",48,No Issues
namd_r,559,add,sd,"vaddsd xmm7, xmm6, qword ptr [r15]
",0,No Issues
namd_r,559,add,sd,"vaddsd xmm7, xmm6, qword ptr [r15]
",16,No Issues
namd_r,559,add,sd,"vaddsd xmm7, xmm6, qword ptr [r15]
",28,No Issues
namd_r,559,add,sd,"vaddsd xmm7, xmm6, qword ptr [r15]
",48,No Issues
namd_r,559,add,sd,"vaddsd xmm7, xmm6, qword ptr [r15]
",0,No Issues
namd_r,559,add,sd,"vaddsd xmm7, xmm6, qword ptr [r15]
",16,No Issues
namd_r,559,add,sd,"vaddsd xmm7, xmm6, qword ptr [r15]
",28,No Issues
namd_r,559,add,sd,"vaddsd xmm7, xmm6, qword ptr [r15]
",48,No Issues
namd_r,1141,add,pd,"vaddpd xmm3, xmm3, xmm5
",0,No Issues
namd_r,1141,add,pd,"vaddpd xmm3, xmm3, xmm5
",16,SDC
namd_r,1141,add,pd,"vaddpd xmm3, xmm3, xmm5
",28,SDC
namd_r,1141,add,pd,"vaddpd xmm3, xmm3, xmm5
",48,Crashed
namd_r,809,mul,sd,"vmulsd xmm4, xmm0, qword ptr [rbx+0x8]
",0,No Issues
namd_r,809,mul,sd,"vmulsd xmm4, xmm0, qword ptr [rbx+0x8]
",16,No Issues
namd_r,809,mul,sd,"vmulsd xmm4, xmm0, qword ptr [rbx+0x8]
",28,No Issues
namd_r,809,mul,sd,"vmulsd xmm4, xmm0, qword ptr [rbx+0x8]
",48,No Issues
namd_r,809,mul,sd,"vmulsd xmm4, xmm0, qword ptr [rbx+0x8]
",0,No Issues
namd_r,809,mul,sd,"vmulsd xmm4, xmm0, qword ptr [rbx+0x8]
",16,No Issues
namd_r,809,mul,sd,"vmulsd xmm4, xmm0, qword ptr [rbx+0x8]
",28,No Issues
namd_r,809,mul,sd,"vmulsd xmm4, xmm0, qword ptr [rbx+0x8]
",48,Crashed
namd_r,755,mul,sd,"vmulsd xmm5, xmm5, xmm4
",0,No Issues
namd_r,755,mul,sd,"vmulsd xmm5, xmm5, xmm4
",16,No Issues
namd_r,755,mul,sd,"vmulsd xmm5, xmm5, xmm4
",28,No Issues
namd_r,755,mul,sd,"vmulsd xmm5, xmm5, xmm4
",48,No Issues
namd_r,755,mul,sd,"vmulsd xmm5, xmm5, xmm4
",0,No Issues
namd_r,755,mul,sd,"vmulsd xmm5, xmm5, xmm4
",16,No Issues
namd_r,755,mul,sd,"vmulsd xmm5, xmm5, xmm4
",28,No Issues
namd_r,755,mul,sd,"vmulsd xmm5, xmm5, xmm4
",48,Crashed
namd_r,724,mul,pd,"vmulpd xmm2, xmm2, xmm6
",0,No Issues
namd_r,724,mul,pd,"vmulpd xmm2, xmm2, xmm6
",16,No Issues
namd_r,724,mul,pd,"vmulpd xmm2, xmm2, xmm6
",28,No Issues
namd_r,724,mul,pd,"vmulpd xmm2, xmm2, xmm6
",48,Crashed
namd_r,724,mul,pd,"vmulpd xmm2, xmm2, xmm6
",0,No Issues
namd_r,724,mul,pd,"vmulpd xmm2, xmm2, xmm6
",16,No Issues
namd_r,724,mul,pd,"vmulpd xmm2, xmm2, xmm6
",28,No Issues
namd_r,724,mul,pd,"vmulpd xmm2, xmm2, xmm6
",48,SDC
namd_r,935,sub,sd,"vsubsd xmm12, xmm3, qword ptr [rsp+0x60]
",0,No Issues
namd_r,935,sub,sd,"vsubsd xmm12, xmm3, qword ptr [rsp+0x60]
",16,No Issues
namd_r,935,sub,sd,"vsubsd xmm12, xmm3, qword ptr [rsp+0x60]
",28,No Issues
namd_r,935,sub,sd,"vsubsd xmm12, xmm3, qword ptr [rsp+0x60]
",48,No Issues
namd_r,935,sub,sd,"vsubsd xmm12, xmm3, qword ptr [rsp+0x60]
",0,No Issues
namd_r,935,sub,sd,"vsubsd xmm12, xmm3, qword ptr [rsp+0x60]
",16,No Issues
namd_r,935,sub,sd,"vsubsd xmm12, xmm3, qword ptr [rsp+0x60]
",28,SDC
namd_r,935,sub,sd,"vsubsd xmm12, xmm3, qword ptr [rsp+0x60]
",48,Crashed
namd_r,726,mul,sd,"vmulsd xmm1, xmm7, xmm1
",0,No Issues
namd_r,726,mul,sd,"vmulsd xmm1, xmm7, xmm1
",16,No Issues
namd_r,726,mul,sd,"vmulsd xmm1, xmm7, xmm1
",28,No Issues
namd_r,726,mul,sd,"vmulsd xmm1, xmm7, xmm1
",48,No Issues
namd_r,726,mul,sd,"vmulsd xmm1, xmm7, xmm1
",0,No Issues
namd_r,726,mul,sd,"vmulsd xmm1, xmm7, xmm1
",16,No Issues
namd_r,726,mul,sd,"vmulsd xmm1, xmm7, xmm1
",28,No Issues
namd_r,726,mul,sd,"vmulsd xmm1, xmm7, xmm1
",48,Crashed
namd_r,930,sub,sd,"vsubsd xmm6, xmm4, xmm6
",0,No Issues
namd_r,930,sub,sd,"vsubsd xmm6, xmm4, xmm6
",16,No Issues
namd_r,930,sub,sd,"vsubsd xmm6, xmm4, xmm6
",28,No Issues
namd_r,930,sub,sd,"vsubsd xmm6, xmm4, xmm6
",48,No Issues
namd_r,930,sub,sd,"vsubsd xmm6, xmm4, xmm6
",0,No Issues
namd_r,930,sub,sd,"vsubsd xmm6, xmm4, xmm6
",16,No Issues
namd_r,930,sub,sd,"vsubsd xmm6, xmm4, xmm6
",28,No Issues
namd_r,930,sub,sd,"vsubsd xmm6, xmm4, xmm6
",48,No Issues
namd_r,386,add,sd,"vaddsd xmm15, xmm15, xmm13
",0,No Issues
namd_r,386,add,sd,"vaddsd xmm15, xmm15, xmm13
",16,No Issues
namd_r,386,add,sd,"vaddsd xmm15, xmm15, xmm13
",28,No Issues
namd_r,386,add,sd,"vaddsd xmm15, xmm15, xmm13
",48,No Issues
namd_r,386,add,sd,"vaddsd xmm15, xmm15, xmm13
",0,No Issues
namd_r,386,add,sd,"vaddsd xmm15, xmm15, xmm13
",16,No Issues
namd_r,386,add,sd,"vaddsd xmm15, xmm15, xmm13
",28,No Issues
namd_r,386,add,sd,"vaddsd xmm15, xmm15, xmm13
",48,Crashed
namd_r,575,sub,sd,"vsubsd xmm3, xmm1, xmm3
",0,No Issues
namd_r,575,sub,sd,"vsubsd xmm3, xmm1, xmm3
",16,No Issues
namd_r,575,sub,sd,"vsubsd xmm3, xmm1, xmm3
",28,No Issues
namd_r,575,sub,sd,"vsubsd xmm3, xmm1, xmm3
",48,No Issues
namd_r,575,sub,sd,"vsubsd xmm3, xmm1, xmm3
",0,No Issues
namd_r,575,sub,sd,"vsubsd xmm3, xmm1, xmm3
",16,No Issues
namd_r,575,sub,sd,"vsubsd xmm3, xmm1, xmm3
",28,No Issues
namd_r,575,sub,sd,"vsubsd xmm3, xmm1, xmm3
",48,No Issues
namd_r,790,sub,sd,"vsubsd xmm8, xmm9, xmm8
",0,No Issues
namd_r,790,sub,sd,"vsubsd xmm8, xmm9, xmm8
",16,No Issues
namd_r,790,sub,sd,"vsubsd xmm8, xmm9, xmm8
",28,No Issues
namd_r,790,sub,sd,"vsubsd xmm8, xmm9, xmm8
",48,No Issues
namd_r,790,sub,sd,"vsubsd xmm8, xmm9, xmm8
",0,No Issues
namd_r,790,sub,sd,"vsubsd xmm8, xmm9, xmm8
",16,No Issues
namd_r,790,sub,sd,"vsubsd xmm8, xmm9, xmm8
",28,No Issues
namd_r,790,sub,sd,"vsubsd xmm8, xmm9, xmm8
",48,No Issues
namd_r,1048,mul,sd,"vmulsd xmm5, xmm5, qword ptr [rsp+0x40]
",0,No Issues
namd_r,1048,mul,sd,"vmulsd xmm5, xmm5, qword ptr [rsp+0x40]
",16,No Issues
namd_r,1048,mul,sd,"vmulsd xmm5, xmm5, qword ptr [rsp+0x40]
",28,SDC
namd_r,1048,mul,sd,"vmulsd xmm5, xmm5, qword ptr [rsp+0x40]
",48,Crashed
namd_r,843,sub,sd,"vsubsd xmm9, xmm6, qword ptr [rbp]
",0,No Issues
namd_r,843,sub,sd,"vsubsd xmm9, xmm6, qword ptr [rbp]
",16,No Issues
namd_r,843,sub,sd,"vsubsd xmm9, xmm6, qword ptr [rbp]
",28,No Issues
namd_r,843,sub,sd,"vsubsd xmm9, xmm6, qword ptr [rbp]
",48,No Issues
namd_r,843,sub,sd,"vsubsd xmm9, xmm6, qword ptr [rbp]
",0,No Issues
namd_r,843,sub,sd,"vsubsd xmm9, xmm6, qword ptr [rbp]
",16,No Issues
namd_r,843,sub,sd,"vsubsd xmm9, xmm6, qword ptr [rbp]
",28,No Issues
namd_r,843,sub,sd,"vsubsd xmm9, xmm6, qword ptr [rbp]
",48,Crashed
namd_r,613,mul,sd,"vmulsd xmm2, xmm2, qword ptr [rsp+0x70]
",0,No Issues
namd_r,613,mul,sd,"vmulsd xmm2, xmm2, qword ptr [rsp+0x70]
",16,No Issues
namd_r,613,mul,sd,"vmulsd xmm2, xmm2, qword ptr [rsp+0x70]
",28,No Issues
namd_r,613,mul,sd,"vmulsd xmm2, xmm2, qword ptr [rsp+0x70]
",48,No Issues
namd_r,613,mul,sd,"vmulsd xmm2, xmm2, qword ptr [rsp+0x70]
",0,No Issues
namd_r,613,mul,sd,"vmulsd xmm2, xmm2, qword ptr [rsp+0x70]
",16,No Issues
namd_r,613,mul,sd,"vmulsd xmm2, xmm2, qword ptr [rsp+0x70]
",28,SDC
namd_r,613,mul,sd,"vmulsd xmm2, xmm2, qword ptr [rsp+0x70]
",48,Crashed
namd_r,701,sub,sd,"vsubsd xmm7, xmm7, qword ptr [rbx+0x10]
",0,No Issues
namd_r,701,sub,sd,"vsubsd xmm7, xmm7, qword ptr [rbx+0x10]
",16,No Issues
namd_r,701,sub,sd,"vsubsd xmm7, xmm7, qword ptr [rbx+0x10]
",28,No Issues
namd_r,701,sub,sd,"vsubsd xmm7, xmm7, qword ptr [rbx+0x10]
",48,No Issues
namd_r,701,sub,sd,"vsubsd xmm7, xmm7, qword ptr [rbx+0x10]
",0,No Issues
namd_r,701,sub,sd,"vsubsd xmm7, xmm7, qword ptr [rbx+0x10]
",16,No Issues
namd_r,701,sub,sd,"vsubsd xmm7, xmm7, qword ptr [rbx+0x10]
",28,SDC
namd_r,701,sub,sd,"vsubsd xmm7, xmm7, qword ptr [rbx+0x10]
",48,Crashed
namd_r,352,sub,sd,"vsubsd xmm4, xmm4, xmm6
",0,No Issues
namd_r,352,sub,sd,"vsubsd xmm4, xmm4, xmm6
",16,No Issues
namd_r,352,sub,sd,"vsubsd xmm4, xmm4, xmm6
",28,No Issues
namd_r,352,sub,sd,"vsubsd xmm4, xmm4, xmm6
",48,No Issues
namd_r,352,sub,sd,"vsubsd xmm4, xmm4, xmm6
",0,No Issues
namd_r,352,sub,sd,"vsubsd xmm4, xmm4, xmm6
",16,No Issues
namd_r,352,sub,sd,"vsubsd xmm4, xmm4, xmm6
",28,No Issues
namd_r,352,sub,sd,"vsubsd xmm4, xmm4, xmm6
",48,Crashed
namd_r,846,mul,sd,"vmulsd xmm1, xmm0, qword ptr [rbx]
",0,No Issues
namd_r,846,mul,sd,"vmulsd xmm1, xmm0, qword ptr [rbx]
",16,No Issues
namd_r,846,mul,sd,"vmulsd xmm1, xmm0, qword ptr [rbx]
",28,No Issues
namd_r,846,mul,sd,"vmulsd xmm1, xmm0, qword ptr [rbx]
",48,No Issues
namd_r,846,mul,sd,"vmulsd xmm1, xmm0, qword ptr [rbx]
",0,No Issues
namd_r,846,mul,sd,"vmulsd xmm1, xmm0, qword ptr [rbx]
",16,No Issues
namd_r,846,mul,sd,"vmulsd xmm1, xmm0, qword ptr [rbx]
",28,SDC
namd_r,846,mul,sd,"vmulsd xmm1, xmm0, qword ptr [rbx]
",48,Crashed
namd_r,984,sub,sd,"vsubsd xmm4, xmm4, xmm7
",0,No Issues
namd_r,984,sub,sd,"vsubsd xmm4, xmm4, xmm7
",16,No Issues
namd_r,984,sub,sd,"vsubsd xmm4, xmm4, xmm7
",28,No Issues
namd_r,984,sub,sd,"vsubsd xmm4, xmm4, xmm7
",48,No Issues
namd_r,984,sub,sd,"vsubsd xmm4, xmm4, xmm7
",0,No Issues
namd_r,984,sub,sd,"vsubsd xmm4, xmm4, xmm7
",16,No Issues
namd_r,984,sub,sd,"vsubsd xmm4, xmm4, xmm7
",28,No Issues
namd_r,984,sub,sd,"vsubsd xmm4, xmm4, xmm7
",48,SDC
namd_r,785,sub,sd,"vsubsd xmm10, xmm9, xmm10
",0,No Issues
namd_r,785,sub,sd,"vsubsd xmm10, xmm9, xmm10
",16,No Issues
namd_r,785,sub,sd,"vsubsd xmm10, xmm9, xmm10
",28,No Issues
namd_r,785,sub,sd,"vsubsd xmm10, xmm9, xmm10
",48,No Issues
namd_r,785,sub,sd,"vsubsd xmm10, xmm9, xmm10
",0,No Issues
namd_r,785,sub,sd,"vsubsd xmm10, xmm9, xmm10
",16,No Issues
namd_r,785,sub,sd,"vsubsd xmm10, xmm9, xmm10
",28,No Issues
namd_r,785,sub,sd,"vsubsd xmm10, xmm9, xmm10
",48,No Issues
namd_r,1480,sub,sd,"vsubsd xmm6, xmm6, xmm3
",0,No Issues
namd_r,1480,sub,sd,"vsubsd xmm6, xmm6, xmm3
",16,No Issues
namd_r,1480,sub,sd,"vsubsd xmm6, xmm6, xmm3
",28,No Issues
namd_r,1480,sub,sd,"vsubsd xmm6, xmm6, xmm3
",48,Crashed
namd_r,802,sub,sd,"vsubsd xmm4, xmm0, xmm10
",0,No Issues
namd_r,802,sub,sd,"vsubsd xmm4, xmm0, xmm10
",16,No Issues
namd_r,802,sub,sd,"vsubsd xmm4, xmm0, xmm10
",28,No Issues
namd_r,802,sub,sd,"vsubsd xmm4, xmm0, xmm10
",48,No Issues
namd_r,802,sub,sd,"vsubsd xmm4, xmm0, xmm10
",0,No Issues
namd_r,802,sub,sd,"vsubsd xmm4, xmm0, xmm10
",16,No Issues
namd_r,802,sub,sd,"vsubsd xmm4, xmm0, xmm10
",28,No Issues
namd_r,802,sub,sd,"vsubsd xmm4, xmm0, xmm10
",48,Crashed
namd_r,516,mul,sd,"vmulsd xmm11, xmm0, qword ptr [rax+0x18]
",0,No Issues
namd_r,516,mul,sd,"vmulsd xmm11, xmm0, qword ptr [rax+0x18]
",16,No Issues
namd_r,516,mul,sd,"vmulsd xmm11, xmm0, qword ptr [rax+0x18]
",28,No Issues
namd_r,516,mul,sd,"vmulsd xmm11, xmm0, qword ptr [rax+0x18]
",48,No Issues
namd_r,516,mul,sd,"vmulsd xmm11, xmm0, qword ptr [rax+0x18]
",0,No Issues
namd_r,516,mul,sd,"vmulsd xmm11, xmm0, qword ptr [rax+0x18]
",16,No Issues
namd_r,516,mul,sd,"vmulsd xmm11, xmm0, qword ptr [rax+0x18]
",28,No Issues
namd_r,516,mul,sd,"vmulsd xmm11, xmm0, qword ptr [rax+0x18]
",48,Crashed
namd_r,1249,add,sd,"vaddsd xmm15, xmm2, qword ptr [rax+0x50]
",0,No Issues
namd_r,1249,add,sd,"vaddsd xmm15, xmm2, qword ptr [rax+0x50]
",16,No Issues
namd_r,1249,add,sd,"vaddsd xmm15, xmm2, qword ptr [rax+0x50]
",28,SDC
namd_r,1249,add,sd,"vaddsd xmm15, xmm2, qword ptr [rax+0x50]
",48,Crashed
namd_r,763,sub,pd,"vsubpd xmm0, xmm3, xmm2
",0,No Issues
namd_r,763,sub,pd,"vsubpd xmm0, xmm3, xmm2
",16,No Issues
namd_r,763,sub,pd,"vsubpd xmm0, xmm3, xmm2
",28,SDC
namd_r,763,sub,pd,"vsubpd xmm0, xmm3, xmm2
",48,Crashed
namd_r,763,sub,pd,"vsubpd xmm0, xmm3, xmm2
",0,No Issues
namd_r,763,sub,pd,"vsubpd xmm0, xmm3, xmm2
",16,SDC
namd_r,763,sub,pd,"vsubpd xmm0, xmm3, xmm2
",28,SDC
namd_r,763,sub,pd,"vsubpd xmm0, xmm3, xmm2
",48,Crashed
namd_r,1003,sub,pd,"vsubpd xmm8, xmm4, xmmword ptr [r10]
",0,No Issues
namd_r,1003,sub,pd,"vsubpd xmm8, xmm4, xmmword ptr [r10]
",16,No Issues
namd_r,1003,sub,pd,"vsubpd xmm8, xmm4, xmmword ptr [r10]
",28,No Issues
namd_r,1003,sub,pd,"vsubpd xmm8, xmm4, xmmword ptr [r10]
",48,Crashed
namd_r,1003,sub,pd,"vsubpd xmm8, xmm4, xmmword ptr [r10]
",0,No Issues
namd_r,1003,sub,pd,"vsubpd xmm8, xmm4, xmmword ptr [r10]
",16,No Issues
namd_r,1003,sub,pd,"vsubpd xmm8, xmm4, xmmword ptr [r10]
",28,No Issues
namd_r,1003,sub,pd,"vsubpd xmm8, xmm4, xmmword ptr [r10]
",48,Crashed
namd_r,765,sub,sd,"vsubsd xmm5, xmm9, xmm6
",0,No Issues
namd_r,765,sub,sd,"vsubsd xmm5, xmm9, xmm6
",16,No Issues
namd_r,765,sub,sd,"vsubsd xmm5, xmm9, xmm6
",28,No Issues
namd_r,765,sub,sd,"vsubsd xmm5, xmm9, xmm6
",48,No Issues
namd_r,765,sub,sd,"vsubsd xmm5, xmm9, xmm6
",0,No Issues
namd_r,765,sub,sd,"vsubsd xmm5, xmm9, xmm6
",16,No Issues
namd_r,765,sub,sd,"vsubsd xmm5, xmm9, xmm6
",28,No Issues
namd_r,765,sub,sd,"vsubsd xmm5, xmm9, xmm6
",48,No Issues
namd_r,668,sub,sd,"vsubsd xmm7, xmm7, qword ptr [rbx+0x10]
",0,No Issues
namd_r,668,sub,sd,"vsubsd xmm7, xmm7, qword ptr [rbx+0x10]
",16,No Issues
namd_r,668,sub,sd,"vsubsd xmm7, xmm7, qword ptr [rbx+0x10]
",28,No Issues
namd_r,668,sub,sd,"vsubsd xmm7, xmm7, qword ptr [rbx+0x10]
",48,No Issues
namd_r,668,sub,sd,"vsubsd xmm7, xmm7, qword ptr [rbx+0x10]
",0,No Issues
namd_r,668,sub,sd,"vsubsd xmm7, xmm7, qword ptr [rbx+0x10]
",16,No Issues
namd_r,668,sub,sd,"vsubsd xmm7, xmm7, qword ptr [rbx+0x10]
",28,SDC
namd_r,668,sub,sd,"vsubsd xmm7, xmm7, qword ptr [rbx+0x10]
",48,Crashed
namd_r,1270,mul,pd,"vmulpd xmm4, xmm11, xmm4
",0,No Issues
namd_r,1270,mul,pd,"vmulpd xmm4, xmm11, xmm4
",16,No Issues
namd_r,1270,mul,pd,"vmulpd xmm4, xmm11, xmm4
",28,No Issues
namd_r,1270,mul,pd,"vmulpd xmm4, xmm11, xmm4
",48,Crashed
namd_r,1006,mul,sd,"vmulsd xmm15, xmm5, qword ptr [rax+0x50]
",0,No Issues
namd_r,1006,mul,sd,"vmulsd xmm15, xmm5, qword ptr [rax+0x50]
",16,No Issues
namd_r,1006,mul,sd,"vmulsd xmm15, xmm5, qword ptr [rax+0x50]
",28,No Issues
namd_r,1006,mul,sd,"vmulsd xmm15, xmm5, qword ptr [rax+0x50]
",48,No Issues
namd_r,1006,mul,sd,"vmulsd xmm15, xmm5, qword ptr [rax+0x50]
",0,No Issues
namd_r,1006,mul,sd,"vmulsd xmm15, xmm5, qword ptr [rax+0x50]
",16,No Issues
namd_r,1006,mul,sd,"vmulsd xmm15, xmm5, qword ptr [rax+0x50]
",28,No Issues
namd_r,1006,mul,sd,"vmulsd xmm15, xmm5, qword ptr [rax+0x50]
",48,Crashed
namd_r,660,sub,sd,"vsubsd xmm4, xmm1, xmm7
",0,No Issues
namd_r,660,sub,sd,"vsubsd xmm4, xmm1, xmm7
",16,No Issues
namd_r,660,sub,sd,"vsubsd xmm4, xmm1, xmm7
",28,No Issues
namd_r,660,sub,sd,"vsubsd xmm4, xmm1, xmm7
",48,No Issues
namd_r,660,sub,sd,"vsubsd xmm4, xmm1, xmm7
",0,No Issues
namd_r,660,sub,sd,"vsubsd xmm4, xmm1, xmm7
",16,No Issues
namd_r,660,sub,sd,"vsubsd xmm4, xmm1, xmm7
",28,No Issues
namd_r,660,sub,sd,"vsubsd xmm4, xmm1, xmm7
",48,Crashed
namd_r,1462,sub,sd,"vsubsd xmm3, xmm0, xmm3
",0,No Issues
namd_r,1462,sub,sd,"vsubsd xmm3, xmm0, xmm3
",16,No Issues
namd_r,1462,sub,sd,"vsubsd xmm3, xmm0, xmm3
",28,No Issues
namd_r,1462,sub,sd,"vsubsd xmm3, xmm0, xmm3
",48,Crashed
namd_r,1127,add,sd,"vaddsd xmm0, xmm4, qword ptr [rdx+0x10]
",0,No Issues
namd_r,1127,add,sd,"vaddsd xmm0, xmm4, qword ptr [rdx+0x10]
",16,No Issues
namd_r,1127,add,sd,"vaddsd xmm0, xmm4, qword ptr [rdx+0x10]
",28,SDC
namd_r,1127,add,sd,"vaddsd xmm0, xmm4, qword ptr [rdx+0x10]
",48,Crashed
namd_r,369,mul,sd,"vmulsd xmm7, xmm13, qword ptr [rsp+0x30]
",0,No Issues
namd_r,369,mul,sd,"vmulsd xmm7, xmm13, qword ptr [rsp+0x30]
",16,No Issues
namd_r,369,mul,sd,"vmulsd xmm7, xmm13, qword ptr [rsp+0x30]
",28,No Issues
namd_r,369,mul,sd,"vmulsd xmm7, xmm13, qword ptr [rsp+0x30]
",48,No Issues
namd_r,369,mul,sd,"vmulsd xmm7, xmm13, qword ptr [rsp+0x30]
",0,No Issues
namd_r,369,mul,sd,"vmulsd xmm7, xmm13, qword ptr [rsp+0x30]
",16,No Issues
namd_r,369,mul,sd,"vmulsd xmm7, xmm13, qword ptr [rsp+0x30]
",28,No Issues
namd_r,369,mul,sd,"vmulsd xmm7, xmm13, qword ptr [rsp+0x30]
",48,Crashed
namd_r,521,mul,sd,"vmulsd xmm8, xmm6, xmm3
",0,No Issues
namd_r,521,mul,sd,"vmulsd xmm8, xmm6, xmm3
",16,No Issues
namd_r,521,mul,sd,"vmulsd xmm8, xmm6, xmm3
",28,No Issues
namd_r,521,mul,sd,"vmulsd xmm8, xmm6, xmm3
",48,No Issues
namd_r,521,mul,sd,"vmulsd xmm8, xmm6, xmm3
",0,No Issues
namd_r,521,mul,sd,"vmulsd xmm8, xmm6, xmm3
",16,No Issues
namd_r,521,mul,sd,"vmulsd xmm8, xmm6, xmm3
",28,No Issues
namd_r,521,mul,sd,"vmulsd xmm8, xmm6, xmm3
",48,No Issues
namd_r,1253,add,sd,"vaddsd xmm1, xmm1, qword ptr [rax+0x78]
",0,No Issues
namd_r,1253,add,sd,"vaddsd xmm1, xmm1, qword ptr [rax+0x78]
",16,No Issues
namd_r,1253,add,sd,"vaddsd xmm1, xmm1, qword ptr [rax+0x78]
",28,SDC
namd_r,1253,add,sd,"vaddsd xmm1, xmm1, qword ptr [rax+0x78]
",48,Crashed
namd_r,368,mul,sd,"vmulsd xmm9, xmm6, qword ptr [rax+0x50]
",0,No Issues
namd_r,368,mul,sd,"vmulsd xmm9, xmm6, qword ptr [rax+0x50]
",16,No Issues
namd_r,368,mul,sd,"vmulsd xmm9, xmm6, qword ptr [rax+0x50]
",28,No Issues
namd_r,368,mul,sd,"vmulsd xmm9, xmm6, qword ptr [rax+0x50]
",48,No Issues
namd_r,368,mul,sd,"vmulsd xmm9, xmm6, qword ptr [rax+0x50]
",0,No Issues
namd_r,368,mul,sd,"vmulsd xmm9, xmm6, qword ptr [rax+0x50]
",16,No Issues
namd_r,368,mul,sd,"vmulsd xmm9, xmm6, qword ptr [rax+0x50]
",28,No Issues
namd_r,368,mul,sd,"vmulsd xmm9, xmm6, qword ptr [rax+0x50]
",48,Crashed
namd_r,1419,sub,sd,"vsubsd xmm2, xmm12, qword ptr [rsp+0x28]
",0,No Issues
namd_r,1419,sub,sd,"vsubsd xmm2, xmm12, qword ptr [rsp+0x28]
",16,No Issues
namd_r,1419,sub,sd,"vsubsd xmm2, xmm12, qword ptr [rsp+0x28]
",28,SDC
namd_r,1419,sub,sd,"vsubsd xmm2, xmm12, qword ptr [rsp+0x28]
",48,Crashed
namd_r,753,mul,sd,"vmulsd xmm5, xmm13, qword ptr [rip+0x49d08]
",0,No Issues
namd_r,753,mul,sd,"vmulsd xmm5, xmm13, qword ptr [rip+0x49d08]
",16,No Issues
namd_r,753,mul,sd,"vmulsd xmm5, xmm13, qword ptr [rip+0x49d08]
",28,No Issues
namd_r,753,mul,sd,"vmulsd xmm5, xmm13, qword ptr [rip+0x49d08]
",48,No Issues
namd_r,753,mul,sd,"vmulsd xmm5, xmm13, qword ptr [rip+0x49d08]
",0,No Issues
namd_r,753,mul,sd,"vmulsd xmm5, xmm13, qword ptr [rip+0x49d08]
",16,No Issues
namd_r,753,mul,sd,"vmulsd xmm5, xmm13, qword ptr [rip+0x49d08]
",28,No Issues
namd_r,753,mul,sd,"vmulsd xmm5, xmm13, qword ptr [rip+0x49d08]
",48,Crashed
namd_r,1492,mul,sd,"vmulsd xmm14, xmm13, qword ptr [rax+0x48]
",0,No Issues
namd_r,1492,mul,sd,"vmulsd xmm14, xmm13, qword ptr [rax+0x48]
",16,No Issues
namd_r,1492,mul,sd,"vmulsd xmm14, xmm13, qword ptr [rax+0x48]
",28,No Issues
namd_r,1492,mul,sd,"vmulsd xmm14, xmm13, qword ptr [rax+0x48]
",48,Crashed
namd_r,549,add,sd,"vaddsd xmm0, xmm0, qword ptr [rip+0xf59b1]
",0,No Issues
namd_r,549,add,sd,"vaddsd xmm0, xmm0, qword ptr [rip+0xf59b1]
",16,No Issues
namd_r,549,add,sd,"vaddsd xmm0, xmm0, qword ptr [rip+0xf59b1]
",28,No Issues
namd_r,549,add,sd,"vaddsd xmm0, xmm0, qword ptr [rip+0xf59b1]
",48,No Issues
namd_r,549,add,sd,"vaddsd xmm0, xmm0, qword ptr [rip+0xf59b1]
",0,No Issues
namd_r,549,add,sd,"vaddsd xmm0, xmm0, qword ptr [rip+0xf59b1]
",16,No Issues
namd_r,549,add,sd,"vaddsd xmm0, xmm0, qword ptr [rip+0xf59b1]
",28,No Issues
namd_r,549,add,sd,"vaddsd xmm0, xmm0, qword ptr [rip+0xf59b1]
",48,No Issues
namd_r,1363,mul,sd,"vmulsd xmm6, xmm6, qword ptr [rsp+0x40]
",0,No Issues
