Benchmark,instruction_number,arithmetic_type,simd_type,instruction,bit,result
namd_r,808,sub,sd,"vsubsd xmm6, xmm6, qword ptr [rbp+0x10]
",0,No Issues
namd_r,808,sub,sd,"vsubsd xmm6, xmm6, qword ptr [rbp+0x10]
",16,No Issues
namd_r,808,sub,sd,"vsubsd xmm6, xmm6, qword ptr [rbp+0x10]
",28,No Issues
namd_r,808,sub,sd,"vsubsd xmm6, xmm6, qword ptr [rbp+0x10]
",48,No Issues
namd_r,808,sub,sd,"vsubsd xmm6, xmm6, qword ptr [rbp+0x10]
",0,No Issues
namd_r,808,sub,sd,"vsubsd xmm6, xmm6, qword ptr [rbp+0x10]
",16,No Issues
namd_r,808,sub,sd,"vsubsd xmm6, xmm6, qword ptr [rbp+0x10]
",28,SDC
namd_r,808,sub,sd,"vsubsd xmm6, xmm6, qword ptr [rbp+0x10]
",48,Crashed
namd_r,552,mul,sd,"vmulsd xmm7, xmm0, xmm0
",0,No Issues
namd_r,552,mul,sd,"vmulsd xmm7, xmm0, xmm0
",16,No Issues
namd_r,552,mul,sd,"vmulsd xmm7, xmm0, xmm0
",28,No Issues
namd_r,552,mul,sd,"vmulsd xmm7, xmm0, xmm0
",48,No Issues
namd_r,552,mul,sd,"vmulsd xmm7, xmm0, xmm0
",0,No Issues
namd_r,552,mul,sd,"vmulsd xmm7, xmm0, xmm0
",16,No Issues
namd_r,552,mul,sd,"vmulsd xmm7, xmm0, xmm0
",28,No Issues
namd_r,552,mul,sd,"vmulsd xmm7, xmm0, xmm0
",48,No Issues
namd_r,1315,sub,sd,"vsubsd xmm5, xmm4, xmm10
",0,No Issues
namd_r,1315,sub,sd,"vsubsd xmm5, xmm4, xmm10
",16,No Issues
namd_r,1315,sub,sd,"vsubsd xmm5, xmm4, xmm10
",28,No Issues
namd_r,1315,sub,sd,"vsubsd xmm5, xmm4, xmm10
",48,Crashed
namd_r,1241,add,sd,"vaddsd xmm2, xmm0, qword ptr [rax+0x20]
",0,No Issues
namd_r,1241,add,sd,"vaddsd xmm2, xmm0, qword ptr [rax+0x20]
",16,No Issues
namd_r,1241,add,sd,"vaddsd xmm2, xmm0, qword ptr [rax+0x20]
",28,No Issues
namd_r,1241,add,sd,"vaddsd xmm2, xmm0, qword ptr [rax+0x20]
",48,Crashed
namd_r,490,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rax+0x38]
",0,No Issues
namd_r,490,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rax+0x38]
",16,No Issues
namd_r,490,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rax+0x38]
",28,No Issues
namd_r,490,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rax+0x38]
",48,No Issues
namd_r,490,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rax+0x38]
",0,No Issues
namd_r,490,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rax+0x38]
",16,No Issues
namd_r,490,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rax+0x38]
",28,No Issues
namd_r,490,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rax+0x38]
",48,Crashed
namd_r,1062,add,sd,"vaddsd xmm0, xmm4, qword ptr [rdx+0x10]
",0,No Issues
namd_r,1062,add,sd,"vaddsd xmm0, xmm4, qword ptr [rdx+0x10]
",16,No Issues
namd_r,1062,add,sd,"vaddsd xmm0, xmm4, qword ptr [rdx+0x10]
",28,Crashed
namd_r,1062,add,sd,"vaddsd xmm0, xmm4, qword ptr [rdx+0x10]
",48,Crashed
namd_r,1170,mul,pd,"vmulpd xmm3, xmm10, xmm3
",0,No Issues
namd_r,1170,mul,pd,"vmulpd xmm3, xmm10, xmm3
",16,No Issues
namd_r,1170,mul,pd,"vmulpd xmm3, xmm10, xmm3
",28,Crashed
namd_r,1170,mul,pd,"vmulpd xmm3, xmm10, xmm3
",48,Crashed
namd_r,598,add,sd,"vaddsd xmm0, xmm7, qword ptr [rax+0x10]
",0,No Issues
namd_r,598,add,sd,"vaddsd xmm0, xmm7, qword ptr [rax+0x10]
",16,No Issues
namd_r,598,add,sd,"vaddsd xmm0, xmm7, qword ptr [rax+0x10]
",28,No Issues
namd_r,598,add,sd,"vaddsd xmm0, xmm7, qword ptr [rax+0x10]
",48,No Issues
namd_r,598,add,sd,"vaddsd xmm0, xmm7, qword ptr [rax+0x10]
",0,No Issues
namd_r,598,add,sd,"vaddsd xmm0, xmm7, qword ptr [rax+0x10]
",16,No Issues
namd_r,598,add,sd,"vaddsd xmm0, xmm7, qword ptr [rax+0x10]
",28,Crashed
namd_r,598,add,sd,"vaddsd xmm0, xmm7, qword ptr [rax+0x10]
",48,Crashed
namd_r,541,mul,sd,"vmulsd xmm1, xmm1, xmm1
",0,No Issues
namd_r,541,mul,sd,"vmulsd xmm1, xmm1, xmm1
",16,No Issues
namd_r,541,mul,sd,"vmulsd xmm1, xmm1, xmm1
",28,No Issues
namd_r,541,mul,sd,"vmulsd xmm1, xmm1, xmm1
",48,No Issues
namd_r,541,mul,sd,"vmulsd xmm1, xmm1, xmm1
",0,No Issues
namd_r,541,mul,sd,"vmulsd xmm1, xmm1, xmm1
",16,No Issues
namd_r,541,mul,sd,"vmulsd xmm1, xmm1, xmm1
",28,No Issues
namd_r,541,mul,sd,"vmulsd xmm1, xmm1, xmm1
",48,No Issues
namd_r,482,mul,sd,"vmulsd xmm5, xmm5, qword ptr [rsp+0x28]
",0,No Issues
namd_r,482,mul,sd,"vmulsd xmm5, xmm5, qword ptr [rsp+0x28]
",16,No Issues
namd_r,482,mul,sd,"vmulsd xmm5, xmm5, qword ptr [rsp+0x28]
",28,No Issues
namd_r,482,mul,sd,"vmulsd xmm5, xmm5, qword ptr [rsp+0x28]
",48,No Issues
namd_r,482,mul,sd,"vmulsd xmm5, xmm5, qword ptr [rsp+0x28]
",0,No Issues
namd_r,482,mul,sd,"vmulsd xmm5, xmm5, qword ptr [rsp+0x28]
",16,No Issues
namd_r,482,mul,sd,"vmulsd xmm5, xmm5, qword ptr [rsp+0x28]
",28,SDC
namd_r,482,mul,sd,"vmulsd xmm5, xmm5, qword ptr [rsp+0x28]
",48,Crashed
namd_r,1426,sub,sd,"vsubsd xmm9, xmm5, xmm9
",0,No Issues
namd_r,1426,sub,sd,"vsubsd xmm9, xmm5, xmm9
",16,No Issues
namd_r,1426,sub,sd,"vsubsd xmm9, xmm5, xmm9
",28,No Issues
namd_r,1426,sub,sd,"vsubsd xmm9, xmm5, xmm9
",48,Crashed
namd_r,1010,mul,sd,"vmulsd xmm13, xmm4, qword ptr [rax+0x18]
",0,No Issues
namd_r,1010,mul,sd,"vmulsd xmm13, xmm4, qword ptr [rax+0x18]
",16,No Issues
namd_r,1010,mul,sd,"vmulsd xmm13, xmm4, qword ptr [rax+0x18]
",28,No Issues
namd_r,1010,mul,sd,"vmulsd xmm13, xmm4, qword ptr [rax+0x18]
",48,No Issues
namd_r,1010,mul,sd,"vmulsd xmm13, xmm4, qword ptr [rax+0x18]
",0,No Issues
namd_r,1010,mul,sd,"vmulsd xmm13, xmm4, qword ptr [rax+0x18]
",16,No Issues
namd_r,1010,mul,sd,"vmulsd xmm13, xmm4, qword ptr [rax+0x18]
",28,No Issues
namd_r,1010,mul,sd,"vmulsd xmm13, xmm4, qword ptr [rax+0x18]
",48,SDC
namd_r,1177,add,sd,"vaddsd xmm9, xmm9, xmm5
",0,No Issues
namd_r,1177,add,sd,"vaddsd xmm9, xmm9, xmm5
",16,No Issues
namd_r,1177,add,sd,"vaddsd xmm9, xmm9, xmm5
",28,No Issues
namd_r,1177,add,sd,"vaddsd xmm9, xmm9, xmm5
",48,Crashed
namd_r,1128,add,pd,"vaddpd xmm1, xmm1, xmmword ptr [rax]
",0,No Issues
namd_r,1128,add,pd,"vaddpd xmm1, xmm1, xmmword ptr [rax]
",16,SDC
namd_r,1128,add,pd,"vaddpd xmm1, xmm1, xmmword ptr [rax]
",28,SDC
namd_r,1128,add,pd,"vaddpd xmm1, xmm1, xmmword ptr [rax]
",48,Crashed
namd_r,1391,mul,sd,"vmulsd xmm1, xmm2, xmm9
",0,No Issues
namd_r,1391,mul,sd,"vmulsd xmm1, xmm2, xmm9
",16,No Issues
namd_r,1391,mul,sd,"vmulsd xmm1, xmm2, xmm9
",28,No Issues
namd_r,1391,mul,sd,"vmulsd xmm1, xmm2, xmm9
",48,Crashed
namd_r,752,add,sd,"vaddsd xmm0, xmm0, xmm9
",0,No Issues
namd_r,752,add,sd,"vaddsd xmm0, xmm0, xmm9
",16,No Issues
namd_r,752,add,sd,"vaddsd xmm0, xmm0, xmm9
",28,No Issues
namd_r,752,add,sd,"vaddsd xmm0, xmm0, xmm9
",48,No Issues
namd_r,752,add,sd,"vaddsd xmm0, xmm0, xmm9
",0,No Issues
namd_r,752,add,sd,"vaddsd xmm0, xmm0, xmm9
",16,No Issues
namd_r,752,add,sd,"vaddsd xmm0, xmm0, xmm9
",28,SDC
namd_r,752,add,sd,"vaddsd xmm0, xmm0, xmm9
",48,Crashed
namd_r,693,mul,sd,"vmulsd xmm1, xmm7, xmm1
",0,No Issues
namd_r,693,mul,sd,"vmulsd xmm1, xmm7, xmm1
",16,No Issues
namd_r,693,mul,sd,"vmulsd xmm1, xmm7, xmm1
",28,No Issues
namd_r,693,mul,sd,"vmulsd xmm1, xmm7, xmm1
",48,No Issues
namd_r,693,mul,sd,"vmulsd xmm1, xmm7, xmm1
",0,No Issues
namd_r,693,mul,sd,"vmulsd xmm1, xmm7, xmm1
",16,No Issues
namd_r,693,mul,sd,"vmulsd xmm1, xmm7, xmm1
",28,No Issues
namd_r,693,mul,sd,"vmulsd xmm1, xmm7, xmm1
",48,Crashed
namd_r,884,add,sd,"vaddsd xmm8, xmm8, xmm1
",0,No Issues
namd_r,884,add,sd,"vaddsd xmm8, xmm8, xmm1
",16,No Issues
namd_r,884,add,sd,"vaddsd xmm8, xmm8, xmm1
",28,No Issues
namd_r,884,add,sd,"vaddsd xmm8, xmm8, xmm1
",48,No Issues
namd_r,884,add,sd,"vaddsd xmm8, xmm8, xmm1
",0,No Issues
namd_r,884,add,sd,"vaddsd xmm8, xmm8, xmm1
",16,SDC
namd_r,884,add,sd,"vaddsd xmm8, xmm8, xmm1
",28,SDC
namd_r,884,add,sd,"vaddsd xmm8, xmm8, xmm1
",48,Crashed
namd_r,1332,mul,sd,"vmulsd xmm5, xmm2, qword ptr [r15+r10*8+0x10]
",0,No Issues
namd_r,1332,mul,sd,"vmulsd xmm5, xmm2, qword ptr [r15+r10*8+0x10]
",16,No Issues
namd_r,1332,mul,sd,"vmulsd xmm5, xmm2, qword ptr [r15+r10*8+0x10]
",28,No Issues
namd_r,1332,mul,sd,"vmulsd xmm5, xmm2, qword ptr [r15+r10*8+0x10]
",48,SDC
namd_r,381,add,sd,"vaddsd xmm0, xmm2, qword ptr [r15+0x10]
",0,No Issues
namd_r,381,add,sd,"vaddsd xmm0, xmm2, qword ptr [r15+0x10]
",16,No Issues
namd_r,381,add,sd,"vaddsd xmm0, xmm2, qword ptr [r15+0x10]
",28,No Issues
namd_r,381,add,sd,"vaddsd xmm0, xmm2, qword ptr [r15+0x10]
",48,No Issues
namd_r,381,add,sd,"vaddsd xmm0, xmm2, qword ptr [r15+0x10]
",0,No Issues
namd_r,381,add,sd,"vaddsd xmm0, xmm2, qword ptr [r15+0x10]
",16,No Issues
namd_r,381,add,sd,"vaddsd xmm0, xmm2, qword ptr [r15+0x10]
",28,Crashed
namd_r,381,add,sd,"vaddsd xmm0, xmm2, qword ptr [r15+0x10]
",48,Crashed
namd_r,1384,sub,sd,"vsubsd xmm1, xmm1, xmm7
",0,No Issues
namd_r,1384,sub,sd,"vsubsd xmm1, xmm1, xmm7
",16,No Issues
namd_r,1384,sub,sd,"vsubsd xmm1, xmm1, xmm7
",28,SDC
namd_r,1384,sub,sd,"vsubsd xmm1, xmm1, xmm7
",48,Crashed
namd_r,675,mul,sd,"vmulsd xmm5, xmm14, qword ptr [rip+0x49d5c]
",0,No Issues
namd_r,675,mul,sd,"vmulsd xmm5, xmm14, qword ptr [rip+0x49d5c]
",16,No Issues
namd_r,675,mul,sd,"vmulsd xmm5, xmm14, qword ptr [rip+0x49d5c]
",28,No Issues
namd_r,675,mul,sd,"vmulsd xmm5, xmm14, qword ptr [rip+0x49d5c]
",48,No Issues
namd_r,675,mul,sd,"vmulsd xmm5, xmm14, qword ptr [rip+0x49d5c]
",0,No Issues
namd_r,675,mul,sd,"vmulsd xmm5, xmm14, qword ptr [rip+0x49d5c]
",16,No Issues
namd_r,675,mul,sd,"vmulsd xmm5, xmm14, qword ptr [rip+0x49d5c]
",28,No Issues
namd_r,675,mul,sd,"vmulsd xmm5, xmm14, qword ptr [rip+0x49d5c]
",48,No Issues
namd_r,1239,add,sd,"vaddsd xmm14, xmm14, qword ptr [rax+0x8]
",0,No Issues
namd_r,1239,add,sd,"vaddsd xmm14, xmm14, qword ptr [rax+0x8]
",16,No Issues
namd_r,1239,add,sd,"vaddsd xmm14, xmm14, qword ptr [rax+0x8]
",28,Crashed
namd_r,1239,add,sd,"vaddsd xmm14, xmm14, qword ptr [rax+0x8]
",48,Crashed
namd_r,372,add,sd,"vaddsd xmm11, xmm11, xmm9
",0,No Issues
namd_r,372,add,sd,"vaddsd xmm11, xmm11, xmm9
",16,No Issues
namd_r,372,add,sd,"vaddsd xmm11, xmm11, xmm9
",28,No Issues
namd_r,372,add,sd,"vaddsd xmm11, xmm11, xmm9
",48,No Issues
namd_r,372,add,sd,"vaddsd xmm11, xmm11, xmm9
",0,No Issues
namd_r,372,add,sd,"vaddsd xmm11, xmm11, xmm9
",16,No Issues
namd_r,372,add,sd,"vaddsd xmm11, xmm11, xmm9
",28,No Issues
namd_r,372,add,sd,"vaddsd xmm11, xmm11, xmm9
",48,Crashed
namd_r,895,add,sd,"vaddsd xmm3, xmm4, qword ptr [rax+0x10]
",0,No Issues
namd_r,895,add,sd,"vaddsd xmm3, xmm4, qword ptr [rax+0x10]
",16,No Issues
namd_r,895,add,sd,"vaddsd xmm3, xmm4, qword ptr [rax+0x10]
",28,No Issues
namd_r,895,add,sd,"vaddsd xmm3, xmm4, qword ptr [rax+0x10]
",48,No Issues
namd_r,895,add,sd,"vaddsd xmm3, xmm4, qword ptr [rax+0x10]
",0,No Issues
namd_r,895,add,sd,"vaddsd xmm3, xmm4, qword ptr [rax+0x10]
",16,No Issues
namd_r,895,add,sd,"vaddsd xmm3, xmm4, qword ptr [rax+0x10]
",28,SDC
namd_r,895,add,sd,"vaddsd xmm3, xmm4, qword ptr [rax+0x10]
",48,Crashed
namd_r,993,mul,sd,"vmulsd xmm13, xmm5, qword ptr [rax+0x68]
",0,No Issues
namd_r,993,mul,sd,"vmulsd xmm13, xmm5, qword ptr [rax+0x68]
",16,No Issues
namd_r,993,mul,sd,"vmulsd xmm13, xmm5, qword ptr [rax+0x68]
",28,No Issues
namd_r,993,mul,sd,"vmulsd xmm13, xmm5, qword ptr [rax+0x68]
",48,No Issues
namd_r,993,mul,sd,"vmulsd xmm13, xmm5, qword ptr [rax+0x68]
",0,No Issues
namd_r,993,mul,sd,"vmulsd xmm13, xmm5, qword ptr [rax+0x68]
",16,No Issues
namd_r,993,mul,sd,"vmulsd xmm13, xmm5, qword ptr [rax+0x68]
",28,No Issues
namd_r,993,mul,sd,"vmulsd xmm13, xmm5, qword ptr [rax+0x68]
",48,Crashed
namd_r,1090,sub,sd,"vsubsd xmm14, xmm3, xmm14
",0,No Issues
namd_r,1090,sub,sd,"vsubsd xmm14, xmm3, xmm14
",16,No Issues
namd_r,1090,sub,sd,"vsubsd xmm14, xmm3, xmm14
",28,SDC
namd_r,1090,sub,sd,"vsubsd xmm14, xmm3, xmm14
",48,Crashed
namd_r,465,add,sd,"vaddsd xmm7, xmm7, qword ptr [rax+0xb0]
",0,No Issues
namd_r,465,add,sd,"vaddsd xmm7, xmm7, qword ptr [rax+0xb0]
",16,No Issues
namd_r,465,add,sd,"vaddsd xmm7, xmm7, qword ptr [rax+0xb0]
",28,No Issues
namd_r,465,add,sd,"vaddsd xmm7, xmm7, qword ptr [rax+0xb0]
",48,No Issues
namd_r,465,add,sd,"vaddsd xmm7, xmm7, qword ptr [rax+0xb0]
",0,No Issues
namd_r,465,add,sd,"vaddsd xmm7, xmm7, qword ptr [rax+0xb0]
",16,Crashed
namd_r,465,add,sd,"vaddsd xmm7, xmm7, qword ptr [rax+0xb0]
",28,Crashed
namd_r,465,add,sd,"vaddsd xmm7, xmm7, qword ptr [rax+0xb0]
",48,Crashed
namd_r,1319,sub,sd,"vsubsd xmm5, xmm4, xmm10
",0,No Issues
namd_r,1319,sub,sd,"vsubsd xmm5, xmm4, xmm10
",16,No Issues
namd_r,1319,sub,sd,"vsubsd xmm5, xmm4, xmm10
",28,No Issues
namd_r,1319,sub,sd,"vsubsd xmm5, xmm4, xmm10
",48,Crashed
namd_r,707,mul,sd,"vmulsd xmm9, xmm9, qword ptr [rax+0x38]
",0,No Issues
namd_r,707,mul,sd,"vmulsd xmm9, xmm9, qword ptr [rax+0x38]
",16,No Issues
namd_r,707,mul,sd,"vmulsd xmm9, xmm9, qword ptr [rax+0x38]
",28,No Issues
namd_r,707,mul,sd,"vmulsd xmm9, xmm9, qword ptr [rax+0x38]
",48,No Issues
namd_r,707,mul,sd,"vmulsd xmm9, xmm9, qword ptr [rax+0x38]
",0,No Issues
namd_r,707,mul,sd,"vmulsd xmm9, xmm9, qword ptr [rax+0x38]
",16,No Issues
namd_r,707,mul,sd,"vmulsd xmm9, xmm9, qword ptr [rax+0x38]
",28,No Issues
namd_r,707,mul,sd,"vmulsd xmm9, xmm9, qword ptr [rax+0x38]
",48,Crashed
namd_r,522,add,sd,"vaddsd xmm3, xmm3, xmm13
",0,No Issues
namd_r,522,add,sd,"vaddsd xmm3, xmm3, xmm13
",16,No Issues
namd_r,522,add,sd,"vaddsd xmm3, xmm3, xmm13
",28,No Issues
namd_r,522,add,sd,"vaddsd xmm3, xmm3, xmm13
",48,No Issues
namd_r,522,add,sd,"vaddsd xmm3, xmm3, xmm13
",0,No Issues
namd_r,522,add,sd,"vaddsd xmm3, xmm3, xmm13
",16,No Issues
namd_r,522,add,sd,"vaddsd xmm3, xmm3, xmm13
",28,No Issues
namd_r,522,add,sd,"vaddsd xmm3, xmm3, xmm13
",48,Crashed
namd_r,812,mul,sd,"vmulsd xmm11, xmm4, qword ptr [rax+0x18]
",0,No Issues
namd_r,812,mul,sd,"vmulsd xmm11, xmm4, qword ptr [rax+0x18]
",16,No Issues
namd_r,812,mul,sd,"vmulsd xmm11, xmm4, qword ptr [rax+0x18]
",28,No Issues
namd_r,812,mul,sd,"vmulsd xmm11, xmm4, qword ptr [rax+0x18]
",48,No Issues
namd_r,812,mul,sd,"vmulsd xmm11, xmm4, qword ptr [rax+0x18]
",0,No Issues
namd_r,812,mul,sd,"vmulsd xmm11, xmm4, qword ptr [rax+0x18]
",16,No Issues
namd_r,812,mul,sd,"vmulsd xmm11, xmm4, qword ptr [rax+0x18]
",28,No Issues
namd_r,812,mul,sd,"vmulsd xmm11, xmm4, qword ptr [rax+0x18]
",48,Crashed
namd_r,1154,add,sd,"vaddsd xmm9, xmm9, xmm5
",0,No Issues
namd_r,1154,add,sd,"vaddsd xmm9, xmm9, xmm5
",16,No Issues
namd_r,1154,add,sd,"vaddsd xmm9, xmm9, xmm5
",28,Crashed
namd_r,1154,add,sd,"vaddsd xmm9, xmm9, xmm5
",48,Crashed
namd_r,815,mul,sd,"vmulsd xmm4, xmm11, qword ptr [rip+0x4969b]
",0,No Issues
namd_r,815,mul,sd,"vmulsd xmm4, xmm11, qword ptr [rip+0x4969b]
",16,No Issues
namd_r,815,mul,sd,"vmulsd xmm4, xmm11, qword ptr [rip+0x4969b]
",28,No Issues
namd_r,815,mul,sd,"vmulsd xmm4, xmm11, qword ptr [rip+0x4969b]
",48,No Issues
namd_r,815,mul,sd,"vmulsd xmm4, xmm11, qword ptr [rip+0x4969b]
",0,No Issues
namd_r,815,mul,sd,"vmulsd xmm4, xmm11, qword ptr [rip+0x4969b]
",16,No Issues
namd_r,815,mul,sd,"vmulsd xmm4, xmm11, qword ptr [rip+0x4969b]
",28,No Issues
namd_r,815,mul,sd,"vmulsd xmm4, xmm11, qword ptr [rip+0x4969b]
",48,SDC
namd_r,1439,sub,pd,"vsubpd xmm9, xmm6, xmmword ptr [r11]
",0,No Issues
namd_r,1439,sub,pd,"vsubpd xmm9, xmm6, xmmword ptr [r11]
",16,No Issues
namd_r,1439,sub,pd,"vsubpd xmm9, xmm6, xmmword ptr [r11]
",28,SDC
namd_r,1439,sub,pd,"vsubpd xmm9, xmm6, xmmword ptr [r11]
",48,Crashed
namd_r,836,sub,sd,"vsubsd xmm1, xmm1, xmm0
",0,No Issues
namd_r,836,sub,sd,"vsubsd xmm1, xmm1, xmm0
",16,No Issues
namd_r,836,sub,sd,"vsubsd xmm1, xmm1, xmm0
",28,No Issues
namd_r,836,sub,sd,"vsubsd xmm1, xmm1, xmm0
",48,No Issues
namd_r,836,sub,sd,"vsubsd xmm1, xmm1, xmm0
",0,No Issues
namd_r,836,sub,sd,"vsubsd xmm1, xmm1, xmm0
",16,No Issues
namd_r,836,sub,sd,"vsubsd xmm1, xmm1, xmm0
",28,SDC
namd_r,836,sub,sd,"vsubsd xmm1, xmm1, xmm0
",48,Crashed
namd_r,826,add,sd,"vaddsd xmm15, xmm15, xmm8
",0,No Issues
namd_r,826,add,sd,"vaddsd xmm15, xmm15, xmm8
",16,No Issues
namd_r,826,add,sd,"vaddsd xmm15, xmm15, xmm8
",28,No Issues
namd_r,826,add,sd,"vaddsd xmm15, xmm15, xmm8
",48,No Issues
namd_r,826,add,sd,"vaddsd xmm15, xmm15, xmm8
",0,No Issues
namd_r,826,add,sd,"vaddsd xmm15, xmm15, xmm8
",16,No Issues
namd_r,826,add,sd,"vaddsd xmm15, xmm15, xmm8
",28,No Issues
namd_r,826,add,sd,"vaddsd xmm15, xmm15, xmm8
",48,Crashed
namd_r,909,add,sd,"vaddsd xmm13, xmm13, xmm5
",0,No Issues
namd_r,909,add,sd,"vaddsd xmm13, xmm13, xmm5
",16,No Issues
namd_r,909,add,sd,"vaddsd xmm13, xmm13, xmm5
",28,No Issues
namd_r,909,add,sd,"vaddsd xmm13, xmm13, xmm5
",48,No Issues
namd_r,909,add,sd,"vaddsd xmm13, xmm13, xmm5
",0,No Issues
namd_r,909,add,sd,"vaddsd xmm13, xmm13, xmm5
",16,No Issues
namd_r,909,add,sd,"vaddsd xmm13, xmm13, xmm5
",28,No Issues
namd_r,909,add,sd,"vaddsd xmm13, xmm13, xmm5
",48,No Issues
namd_r,1417,sub,sd,"vsubsd xmm10, xmm12, xmm10
",0,No Issues
namd_r,1417,sub,sd,"vsubsd xmm10, xmm12, xmm10
",16,No Issues
namd_r,1417,sub,sd,"vsubsd xmm10, xmm12, xmm10
",28,No Issues
namd_r,1417,sub,sd,"vsubsd xmm10, xmm12, xmm10
",48,No Issues
namd_r,961,mul,sd,"vmulsd xmm4, xmm2, qword ptr [rsi+0x8]
",0,No Issues
namd_r,961,mul,sd,"vmulsd xmm4, xmm2, qword ptr [rsi+0x8]
",16,No Issues
namd_r,961,mul,sd,"vmulsd xmm4, xmm2, qword ptr [rsi+0x8]
",28,No Issues
namd_r,961,mul,sd,"vmulsd xmm4, xmm2, qword ptr [rsi+0x8]
",48,No Issues
namd_r,961,mul,sd,"vmulsd xmm4, xmm2, qword ptr [rsi+0x8]
",0,No Issues
namd_r,961,mul,sd,"vmulsd xmm4, xmm2, qword ptr [rsi+0x8]
",16,No Issues
namd_r,961,mul,sd,"vmulsd xmm4, xmm2, qword ptr [rsi+0x8]
",28,No Issues
namd_r,961,mul,sd,"vmulsd xmm4, xmm2, qword ptr [rsi+0x8]
",48,SDC
namd_r,329,mul,sd,"vmulsd xmm6, xmm6, qword ptr [rsp+0x28]
",0,No Issues
namd_r,329,mul,sd,"vmulsd xmm6, xmm6, qword ptr [rsp+0x28]
",16,No Issues
namd_r,329,mul,sd,"vmulsd xmm6, xmm6, qword ptr [rsp+0x28]
",28,No Issues
namd_r,329,mul,sd,"vmulsd xmm6, xmm6, qword ptr [rsp+0x28]
",48,No Issues
namd_r,329,mul,sd,"vmulsd xmm6, xmm6, qword ptr [rsp+0x28]
",0,No Issues
namd_r,329,mul,sd,"vmulsd xmm6, xmm6, qword ptr [rsp+0x28]
",16,No Issues
namd_r,329,mul,sd,"vmulsd xmm6, xmm6, qword ptr [rsp+0x28]
",28,SDC
namd_r,329,mul,sd,"vmulsd xmm6, xmm6, qword ptr [rsp+0x28]
",48,Crashed
namd_r,621,sub,sd,"vsubsd xmm3, xmm1, xmm3
",0,No Issues
namd_r,621,sub,sd,"vsubsd xmm3, xmm1, xmm3
",16,No Issues
namd_r,621,sub,sd,"vsubsd xmm3, xmm1, xmm3
",28,No Issues
namd_r,621,sub,sd,"vsubsd xmm3, xmm1, xmm3
",48,No Issues
namd_r,621,sub,sd,"vsubsd xmm3, xmm1, xmm3
",0,No Issues
namd_r,621,sub,sd,"vsubsd xmm3, xmm1, xmm3
",16,No Issues
namd_r,621,sub,sd,"vsubsd xmm3, xmm1, xmm3
",28,No Issues
namd_r,621,sub,sd,"vsubsd xmm3, xmm1, xmm3
",48,No Issues
namd_r,408,add,pd,"vaddpd xmm2, xmm2, xmm0
",0,No Issues
namd_r,408,add,pd,"vaddpd xmm2, xmm2, xmm0
",16,No Issues
namd_r,408,add,pd,"vaddpd xmm2, xmm2, xmm0
",28,SDC
namd_r,408,add,pd,"vaddpd xmm2, xmm2, xmm0
",48,Crashed
namd_r,408,add,pd,"vaddpd xmm2, xmm2, xmm0
",0,No Issues
namd_r,408,add,pd,"vaddpd xmm2, xmm2, xmm0
",16,SDC
namd_r,408,add,pd,"vaddpd xmm2, xmm2, xmm0
",28,SDC
namd_r,408,add,pd,"vaddpd xmm2, xmm2, xmm0
",48,Crashed
namd_r,1318,sub,sd,"vsubsd xmm6, xmm12, xmm9
",0,No Issues
namd_r,1318,sub,sd,"vsubsd xmm6, xmm12, xmm9
",16,No Issues
namd_r,1318,sub,sd,"vsubsd xmm6, xmm12, xmm9
",28,SDC
namd_r,1318,sub,sd,"vsubsd xmm6, xmm12, xmm9
",48,Crashed
namd_r,1227,add,sd,"vaddsd xmm3, xmm6, xmm3
",0,No Issues
namd_r,1227,add,sd,"vaddsd xmm3, xmm6, xmm3
",16,No Issues
namd_r,1227,add,sd,"vaddsd xmm3, xmm6, xmm3
",28,SDC
namd_r,1227,add,sd,"vaddsd xmm3, xmm6, xmm3
",48,Crashed
namd_r,514,mul,sd,"vmulsd xmm13, xmm5, qword ptr [rax+0x40]
",0,No Issues
namd_r,514,mul,sd,"vmulsd xmm13, xmm5, qword ptr [rax+0x40]
",16,No Issues
namd_r,514,mul,sd,"vmulsd xmm13, xmm5, qword ptr [rax+0x40]
",28,No Issues
namd_r,514,mul,sd,"vmulsd xmm13, xmm5, qword ptr [rax+0x40]
",48,No Issues
namd_r,514,mul,sd,"vmulsd xmm13, xmm5, qword ptr [rax+0x40]
",0,No Issues
namd_r,514,mul,sd,"vmulsd xmm13, xmm5, qword ptr [rax+0x40]
",16,No Issues
namd_r,514,mul,sd,"vmulsd xmm13, xmm5, qword ptr [rax+0x40]
",28,No Issues
namd_r,514,mul,sd,"vmulsd xmm13, xmm5, qword ptr [rax+0x40]
",48,Crashed
namd_r,1355,mul,sd,"vmulsd xmm5, xmm5, xmm0
",0,No Issues
namd_r,1355,mul,sd,"vmulsd xmm5, xmm5, xmm0
",16,No Issues
namd_r,1355,mul,sd,"vmulsd xmm5, xmm5, xmm0
",28,No Issues
